appid,name,developer,genres_steam,price,country
518730,Zombo Buster Rising,FIREBEAST,"Acción, Indie",1.99,España
692610,Two Escapes,Whitefish Software,"Acción, Casual, Indie",1.99,Estados Unidos
1373510,BloodRayne: Terminal Cut,Terminal Reality,Acción,12.49,Estados Unidos
373770,LiEat,△○□× (Miwashiba),"Indie, Rol",2.99,Japón
12330,Darkstar One,Ascaron Entertainment ltd.,Acción,8.79,Canadá
567130,Boogeyman 2,Clockwork Wolf,"Indie, Estrategia",4.99,Reino Unido
2066020,Soulstone Survivors,Game Smithing Limited,"Acción, Indie, Rol",14.99,Reino Unido
49810,CreaVures,Muse Games,Indie,4.99,Reino Unido
811870,Verlet Swing,Flamebait Games,"Acción, Indie",12.49,España
435070,Elansar,OrionSoft,"Aventura, Indie",4.99,España
1090930,Endless RPG,Kezarus,"Aventura, Indie, Rol, Estrategia",4.99,Suiza
752310,Flying Salvager,Shadow Motion,"Casual, Simuladores",0.0,Irlanda
314020,Morphopolis,Dan  Walters,"Aventura, Casual, Indie",3.99,Estados Unidos
355810,Centauri Sector,GNeguceanu,"Acción, Indie, Estrategia",4.99,Rumanía
1188970,Ether Loop,Moon Lens,"Acción, Aventura, Indie",11.99,Suiza
31190,Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,Telltale,"Aventura, Rol",12.49,México
2109370,The Great War: Western Front™,Petroglyph,Estrategia,34.99,Canadá
607210,Possessed,Volens Nolens Games,"Acción, Aventura",0.49,España
359440,Artifact Adventure,bluffman,"Indie, Rol",6.99,España
715380,Those Who Remain,Camel 101,"Aventura, Indie",19.99,España
1585180,Drova - Forsaken Kin,Just2D,"Acción, Aventura, Indie, Rol",24.99,España
794580,SNK HEROINES Tag Team Frenzy,SNK CORPORATION,Acción,41.99,Japón
227580,"10,000,000",EightyEightGames,"Acción, Casual, Indie, Rol",4.99,España
410830,ARENA GODS®,Supertype,"Violencia, Acción, Indie, Deportes, Acceso anticipado",14.99,Suiza
914710,Cat Quest II,The Gentlebros,"Acción, Aventura, Indie, Rol",3.74,Reino Unido
362130,Ashes of Immortality,Warfare Studios,"Aventura, Casual, Indie, Rol",9.99,Irlanda
640340,Serious Sam: Tormental,Gungrounds (Macanga Games j.d.o.o.),"Acción, Indie",11.79,Portugal
507010,Mr.President!,Game Developer X,"Acción, Aventura, Indie, Simuladores",2.45,España
525460,Sullen: Light is Your Friend,Desconocido,"Aventura, Indie, Acceso anticipado",4.99,Desconocido
548570,RAGE 2,id Software,Acción,39.99,Estados Unidos
335440,Dungeon Shooter 2,Rabid Design Studios,"Acción, Estrategia",3.99,España
318430,Squishy the Suicidal Pig,Tomi Maarela,"Aventura, Indie",5.89,Finlandia
596950,Rat Simulator,Visualnoveler,"Casual, Indie, Simuladores",4.99,España
288930,The Charnel House Trilogy,Owl Cave,"Aventura, Indie",5.0,España
17710,Nuclear Dawn,GameConnect,"Acción, Estrategia",9.75,España
32900,Restaurant Empire II,Enlight Software Limited,"Casual, Indie, Simuladores, Estrategia",19.5,Reino Unido
1490130,CrashMetal - Cyberpunk,JDM4iK Games,"Acción, Casual, Indie, Multijugador masivo, Carreras, Simuladores, Deportes",0.49,España
252450,StarDrive 2,Zero Sum Games,"Indie, Estrategia",27.99,España
739240,The Ghosts of Hackney Mills,Sapphire Dragon Productions,"Aventura, Casual, Indie, Simuladores",3.99,Hong Kong
616000,Riptale,Super God,"Acción, Aventura, Indie",5.99,Suiza
654900,qop,Quiet River,"Casual, Indie",1.99,Suiza
1409730,Hero of Not Our Time,Hide Head,"Acción, Aventura, Casual, Indie",0.99,Suiza
322980,Gods vs Humans,Artefacts Studio,"Acción, Casual, Estrategia",4.99,España
1929870,Nomad Survival,The Fox Knocks,"Acción, Indie",4.99,Reino Unido
1315980,Tin Can,Tin Can Studio,"Indie, Simuladores, Estrategia",13.49,Australia
1882190,LiDAR Exploration Program,KenForest,"Aventura, Indie",3.53,Kenia
348730,Abyss Raiders: Uncharted,DarkStar Games,"Acción, Aventura, Indie, Estrategia",0.99,España
528670,Elems,Fifth Dimension Company,"Casual, Indie",0.99,Suiza
786940,Afternoon empire,Red Rider,"Casual, Indie, Estrategia",1.59,Canadá
713580,Nash Racing 2: Muscle cars,Tero Lunkka,"Casual, Indie, Carreras",4.99,Finlandia
672860,StellarHub,Casualogic,Simuladores,0.99,España
456540,STAR WARS™: Rebel Assault I + II,LucasArts,"Acción, Simuladores",9.75,Estados Unidos
3025290,UNDERWARD,INTENSE,"Acción, Aventura, Indie",9.75,España
2812820,Pape Rangers,Pape Game Studio,"Acción, Rol",3.99,España
315330,All Guns On Deck,Decaying Logic,"Acción, Aventura, Casual, Indie, Rol, Simuladores, Estrategia, Acceso anticipado",12.79,España
63900,Fantasy Wars,Ino-Co,Estrategia,4.99,Suiza
282100,Fearless Fantasy,Enter Skies,"Acción, Aventura, Casual, Indie, Rol",1.37,Suiza
691620,Death Rings of Jupiter,Albatross Wirehead,"Acción, Indie, Rol",4.99,Reino Unido
655630,Paddle Battle,Birdshark! Games,"Acción, Indie, Deportes",1.59,España
731670,ERMO,Nonostante Games,"Casual, Indie",2.49,España
310560,DiRT Rally,Codemasters,"Carreras, Simuladores, Deportes",0.0,Reino Unido
567800,12 Labours of Hercules VI: Race for Olympus (Platinum Edition),Jetdogs Studios,"Casual, Indie, Estrategia",2.99,México
1530,Multiwinia,Introversion Software,Indie,11.79,Reino Unido
280560,Danmaku Unlimited 2,Doragon Entertainment,"Acción, Indie",4.99,Hong Kong
553830,100 nya,.M.Y.W.,"Indie, Estrategia",8.19,Suiza
9710,Desperados 2: Cooper's Revenge,Spellbound,Acción,9.99,España
743660,Boot Hill Blaster,Fascimania,"Acción, Indie",1.99,España
1837330,Gibbon: Beyond the Trees,Broken Rules,"Acción, Aventura, Casual, Indie",6.49,Luxemburgo
331670,The Jackbox Party Pack,"Jackbox Games, Inc.","Casual, Indie, Estrategia",24.99,Estados Unidos
495700,Gabriel Knight: Sins of the Father®,Sierra On-Line,Aventura,5.99,España
46200,A.I.M. Racing,SkyRiver Studios,"Acción, Carreras",2.99,México
1364730,Endless Bounty,WolfBite Interactive LLC,"Aventura, Casual, Indie",4.99,Estados Unidos
503150,Frantic Freighter,Phr00t's Software,"Casual, Indie, Simuladores",2.99,España
685340,Delivery from the Pain:Survival / 末日方舟:生存,HuaYiTianXin,"Acción, Aventura, Indie, Rol, Simuladores, Estrategia",7.79,China
1036370,Flying Red Barrel - The Diary of a Little Aviator,Orange_Juice,Acción,9.75,España
296210,Brigade E5: New Jagged Union,Apeiron,"Simuladores, Estrategia",3.99,Suiza
34010,Alpha Protocol™,Obsidian Entertainment,"Acción, Rol",19.99,España
1093910,Tales of the Black Forest,拾英工作室,"Aventura, Indie, Rol",3.99,China
462780,Darksiders Warmastered Edition,KAIKO,"Acción, Aventura, Rol",19.99,Japón
714240,SWARMRIDER OMEGA,Walter Machado,"Acción, Indie",0.99,Brasil
1101450,Miss Neko,Double W,"Acción, Casual",0.99,Hong Kong
520440,GUILTY GEAR Xrd REV 2,Arc System Works,Acción,27.99,Japón
436480,Soup: the Game,Dewdrop Games,"Acción, Indie, Simuladores, Estrategia, Acceso anticipado",1.99,Reino Unido
828540,Игра забытых Богов. Проснись / Game of the forgotten Gods. Wake up,Tatuzova Tatiana,"Acción, Aventura",0.99,Rusia
796490,Fantasy Mosaics 20: Castle of Puzzles,Andy Jurko,"Casual, Indie, Estrategia",6.99,Estados Unidos
857010,HUBE: Seeker of Achievements,AFBIK Studio,"Acción, Aventura, Casual, Indie",0.99,España
446910,Night Blights,Trapdoor Games,Indie,5.69,Reino Unido
711600,Dragon Orb,WaVR,"Acción, Casual, Indie, Estrategia",9.99,Suiza
374940,Tank Battle: Normandy,HexWar Games,Estrategia,9.99,España
340560,Wanted Corp.,Eko Software,Acción,11.99,España
465670,Project G,Nebula Interactive,Indie,2.39,México
699540,Argonus and the Gods of Stone,Zojoi,Aventura,17.49,Japón
334230,Town of Salem,BlankMediaGames,"Acción, Casual, Rol, Estrategia",4.99,España
2320500,Chloé’s Requiem -encore-,buriki clock,Aventura,9.75,Suiza
486150,Radical Spectrum: Volume 1,Autonomic Interactive,Acción,0.99,España
557190,BuildMoreCubes,HA Studio Ltd.,"Acción, Aventura, Casual, Indie, Estrategia",0.49,Reino Unido
1567860,Femboy Bangers - Pub & Grill,owlyboi,Aventura,0.99,España
821320,SPAGHET,Torrey Daniel,"Casual, Indie, Estrategia",1.99,Estados Unidos
491100,"Human, we have a problem",Enrick Lambert,"Acción, Casual, Indie, Simuladores",0.99,España
345220,Agent Awesome,Chaos Industries,Estrategia,0.99,Suiza
257050,Darkout,Allgraf,"Acción, Aventura, Indie",8.49,Alemania
797410,Headsnatchers,IguanaBee,"Acción, Casual, Indie, Deportes",14.79,España
3205600,The Libido Enigma,broiler_x,"Aventura, Indie",12.79,Brasil
581270,Old Man's Journey,Broken Rules,"Aventura, Casual, Indie",4.99,Luxemburgo
11340,Larva Mortus,Desconocido,"Acción, Indie",4.99,Desconocido
366590,Prompt,foxel_,Indie,1.59,España
2206460,Furry Killer,Sujikon,Acción,29.99,España
588690,"Peace, Death!",AZAMATIKA,"Casual, Indie, Simuladores",4.49,España
262980,C-RUSH,Artnumeris,"Acción, Indie",1.99,Suiza
51060,Drawn®: The Painted Tower,Big Fish Studios,"Aventura, Casual",9.99,Canadá
444590,Skautfold: Shrouded in Sanity,Steve Gal,"Acción, Aventura, Indie, Rol",9.75,España
544650,Sacred Almanac Traces of Greed,Far Mills,"Aventura, Casual",4.99,Reino Unido
486650,Potato Thriller,Samer Khatib (Snowconesolid Productions),"Acción, Aventura, Indie",4.99,Estados Unidos
603190,Tank Destroyer,Freedomize Studio,"Acción, Indie",3.99,España
655080,Crazy Ball Adventures,FreezeNova,"Aventura, Casual, Indie",0.99,Suiza
2449040,Cursorblade,RealPeach,"Acción, Casual, Indie",4.99,Estados Unidos
546440,Sluggish Morss: Days of the Purple Sun,J. King-Spooner,Indie,0.99,Reino Unido
1057750,The Suicide of Rachel Foster,ONE-O-ONE GAMES,"Aventura, Casual, Indie",16.99,Reino Unido
638720,Final Battle,Cherry Bloom,"Aventura, Casual, Indie, Rol, Estrategia",2.79,Singapur
750020,Moving Day,CloudTheWolf Games,"Aventura, Rol",2.99,España
285190,"Warhammer 40,000: Dawn of War III",Relic Entertainment,"Acción, Simuladores, Estrategia",7.99,Canadá
1342810,United Assault - Normandy '44,Polygon Art,"Acción, Indie",14.79,España
438090,Defend Felinearth,Sixth Line Studios,"Acción, Casual, Indie",1.99,México
800320,Cubic Color,XiNFiNiTY Games,"Acción, Casual, Indie",0.99,Irlanda
1459360,Brain Break,Astralis Games,"Casual, Indie",0.99,Dinamarca
290490,The Flock,Vogelsap,"Acción, Indie",16.99,Alemania
437220,The Culling,Xaviant,"Acción, Free to Play, Indie",0.0,Estados Unidos
335310,Eisenbahn X,"TREND, Softpro",Simuladores,39.99,Japón
1454400,Cookie Clicker,Orteil,"Casual, Indie, Simuladores, Estrategia",4.99,Suiza
2820110,Anno 1503 History Edition,Ubisoft Mainz,Simuladores,4.99,Alemania
457380,Storm VR,TeamStormVR,"Aventura, Casual, Indie, Simuladores",0.0,Estados Unidos
516010,Board Defenders,Ludus Studio,"Casual, Indie, Estrategia",4.99,España
588710,Neighboring Islands,Angry games,"Aventura, Indie",1.99,España
346670,Sky Battles,Peter Lacalamita,"Acción, Indie, Estrategia",0.49,Estados Unidos
860650,Drizzlepath: Deja Vu,Tonguç Bodur,"Aventura, Casual, Indie",1.99,Turquía
1022310,Warhammer Underworlds - Shadespire Edition,Steel Sky Productions,"Casual, Estrategia",28.99,Reino Unido
876650,Aground,Fancy Fish Games,"Aventura, Indie, Rol",14.79,Malasia
494740,Police Quest™ Collection,Sierra,Aventura,9.99,Suiza
802650,Russian Race,"Nikita ""Ghost_RUS""","Casual, Indie, Carreras",0.49,Rusia
1404210,Red Dead Online,Rockstar Games,"Acción, Aventura",19.99,Estados Unidos
269190,Edge Of Eternity,Midgar Studio,"Acción, Aventura, Indie, Rol, Estrategia",4.49,España
2895430,Incremental Town RPG,Overaction Game Studio,"Casual, Indie, Rol, Simuladores, Estrategia",3.99,Canadá
1148430,Rescue Team 8,GameOn Production,"Aventura, Casual, Indie",5.69,México
323680,Caffeine,Incandescent Imaging,"Aventura, Indie",10.99,Estados Unidos
212780,New Star™ Soccer 5,New Star Games,"Indie, Simuladores, Deportes",9.75,Reino Unido
3008130,Dying Light: The Beast,Techland,"Acción, Aventura, Rol",59.99,Polonia
795050,Techno Boy,Altera Pars Games,"Acción, Aventura, Indie",2.99,Irlanda
461380,A Princess' Tale,Warfare Studios,"Aventura, Casual, Indie, Rol",9.99,Irlanda
643900,Alvora Tactics,Rad Codex,"Indie, Rol, Estrategia",9.75,Suiza
546780,Anomalies,Schmidt Workshops,"Casual, Indie, Simuladores",3.99,Alemania
329240,The Weaponographist,Puuba,"Acción, Indie, Rol",5.89,España
664140,IsoBoom,Thial,"Casual, Indie",0.99,Argentina
450190,MAZE LORD,Jetdogs Studios,"Indie, Estrategia",4.99,México
489700,Battle Forever,Inferno Games,"Acción, Indie",0.0,España
302010,The Blue Flamingo,Might and Delight,"Acción, Indie",9.75,Dinamarca
857140,"Snake, snake, snake!",Growfall Games,"Acción, Casual, Indie",1.99,España
1605220,Dune: Spice Wars,Shiro Games,Estrategia,34.99,España
803150,Nephise: Ascension,Tonguç Bodur,"Aventura, Casual",4.99,Turquía
345130,Dark Matter,Desconocido,"Acción, Casual, Indie",4.99,Desconocido
365810,Flying Tigers: Shadows Over China,ACE MADDOX,"Acción, Aventura, Casual, Indie, Simuladores",12.49,Estados Unidos
340150,Basement,Halfbus,"Indie, Simuladores, Estrategia",16.79,España
711990,Elise the Devil,Dieselmine,"Aventura, Indie, Rol",0.0,España
2929730,Cat Bait,Mayni prod.,"Acción, Casual, Indie, Acceso anticipado",4.99,México
553640,ICEY,FantaBlade Network,"Acción, Aventura, Rol",11.99,Estados Unidos
418000,Demented,VisualTech48,"Casual, Indie",0.49,México
862740,OneShift,Mazen Games,"Acción, Aventura, Casual, Indie",0.69,España
493460,PyroSlam: VR Table Tennis,kChamp Games,"Acción, Indie, Deportes, Acceso anticipado",4.99,España
589150,Viking Rage,Arvur,"Acción, Casual, Indie",1.16,Suiza
376790,Sherlock Holmes Consulting Detective: The Case of the Mystified Murderess,Zojoi,Aventura,3.29,Japón
318310,Choice of the Deathless,Choice of Games,"Indie, Rol",4.99,Reino Unido
424870,Threads of Destiny,Warfare Studios,"Aventura, Casual, Indie, Rol, Estrategia",9.99,Irlanda
2754380,The Roottrees are Dead,Evil Trout Inc.,Aventura,19.5,Suiza
251430,The Inner World,Studio Fizbin,"Aventura, Indie",1.34,España
357310,Oriental Empires,Shining Pixel Studios,"Indie, Simuladores, Estrategia",28.99,México
274250,OlliOlli,Roll7,"Indie, Deportes",12.79,Reino Unido
462860,Crawlers and Brawlers,"Ugly Beard Games, LLC","Acción, Indie, Rol",1.64,Estados Unidos
1442450,Monsters Domain,G-DEVS.com,"Acción, Indie, Rol, Estrategia",19.5,España
1552810,Twin Mirror,DON'T NOD,Aventura,5.59,Polonia
302130,Brink of Consciousness: Dorian Gray Syndrome Collector's Edition,MagicIndie,"Aventura, Casual",0.99,España
640300,Run Of Mydan,Virtew,"Acción, Aventura, Acceso anticipado",0.0,España
697930,Brutal Runner,ANV Team,"Acción, Indie",0.99,España
1948980,大侠立志传,半瓶醋工作室（Half Amateur Studio）,"Aventura, Indie, Rol, Simuladores",17.49,China
2825110,Technotopia,Yustas,"Casual, Indie, Estrategia",4.99,España
21670,Bionic Commando,Capcom,"Acción, Aventura",9.99,Japón
42140,Hamilton's Great Adventure,Fatshark,"Aventura, Casual, Indie",9.99,Reino Unido
292090,Rube Works: The Official Rube Goldberg Invention Game,Electric Eggplant,Casual,4.99,España
789730,Not Without My Poop,David Mulder,"Casual, Indie",0.99,Países Bajos
548430,Deep Rock Galactic,Ghost Ship Games,Acción,29.99,Irlanda
485080,Megapolis,Lonely Troops,"Casual, Indie, Simuladores",4.99,España
247020,"Cook, Serve, Delicious!",Vertigo Gaming Inc.,"Acción, Indie, Simuladores, Estrategia",12.79,Canadá
1748610,Evil God Korone,Vaka Game Magazine,"Aventura, Indie",4.99,Filipinas
812840,LuGame: Lunchtime Games Club!,UrbanM,Aventura,7.99,España
259680,Tales of Maj'Eyal,Netcore Games,"Aventura, Indie, Rol",6.99,España
629770,Tiny Echo,Might and Delight,"Aventura, Casual, Indie",14.79,Dinamarca
522340,Ghostlords,Kyle Rodgers,"Aventura, Indie, Rol, Estrategia",4.99,Estados Unidos
291640,Mirror Mysteries 2,Gogii Games,Aventura,4.99,España
55150,"Warhammer 40,000: Space Marine - Anniversary Edition",Relic Entertainment,Acción,8.99,Canadá
718540,Exorcism: Case Zero,Pippala Games,"Acción, Aventura, Indie, Rol, Simuladores",0.0,España
586970,Hungry Flame,EGAMER,"Acción, Casual, Indie",1.49,Malta
261680,Journal,Locked Door Puzzle,"Aventura, Indie",9.75,Reino Unido
239160,Thief,Eidos-Montréal,"Acción, Aventura",19.99,Canadá
371460,Gnumz: Masters of Defense,Creobit,"Acción, Aventura, Casual, Rol, Simuladores, Deportes, Estrategia",4.43,España
477870,Yomawari: Night Alone,"Nippon Ichi Software, Inc.","Aventura, Estrategia",19.99,Japón
513810,Arkham Nightmares,Tim Rachor,"Aventura, Free to Play",0.0,España
694370,Space Pilgrim Academy: Year 1,Pilgrim Adventures,"Aventura, Indie",0.55,España
820600,ReThink | Evolved 2,Yaeko,"Acción, Casual, Indie, Estrategia",9.99,Japón
1850790,Would you like to run an idol café? 3,StarlightTree Games,Simuladores,9.99,España
599460,Weapon Shop Fantasy,INDIECN,"Aventura, Casual, Indie, Rol, Simuladores",4.09,España
675890,Within a Rose,RhinoGearz,"Casual, Simuladores",4.99,Estados Unidos
489470,Hide and Secret Treasure of the Ages,Anarchy Enterprises,"Aventura, Casual, Indie",4.99,España
528660,Spin Rush,EGAMER,"Acción, Casual, Indie",1.49,Malta
799800,Animals Memory: Cats,Laush Dmitriy Sergeevich,"Casual, Indie",3.99,Rusia
2160470,Zup! Y,Quiet River,"Casual, Indie",1.99,Suiza
694490,Quad Hopping,LillyWelland inc.,"Aventura, Casual, Indie",0.99,España
209120,Street Fighter X Tekken,"Capcom U.S.A., Inc.",Acción,0.0,Estados Unidos
393230,The Youthdrainers,Ben Aprigliano,"Aventura, Casual, Indie",0.0,Estados Unidos
659830,The war god : The artifact,Zhejiang TQHY Technology,"Acción, Aventura",5.99,China
513320,ALICE VR,Carbon Studio,"Aventura, Indie",0.79,España
247950,Sacred 3,Keen Games,"Acción, Rol",14.99,Reino Unido
501970,Phantasmagoria 2: A Puzzle of Flesh,Sierra,Aventura,5.99,Suiza
437390,HoPiKo,Laser Dog,"Acción, Casual, Indie",2.09,España
406850,Crush Your Enemies,Vile Monarch,"Acción, Indie, Estrategia",9.99,Suiza
421700,Sakura Santa,Winged Cloud,"Aventura, Casual",9.99,Singapur
320970,IGT Slots Paradise Garden,Fugazo,Casual,19.5,México
233150,LUFTRAUSERS,Vlambeer,"Acción, Casual, Indie, Simuladores",9.75,Países Bajos
495280,Disgaea 2 PC,"Nippon Ichi Software, Inc.",Rol,19.99,Japón
383330,Star Chronicles: Delta Quadrant,Alister Software,"Indie, Estrategia",0.99,España
1166250,Mahjong Gold,Creobit,Casual,14.79,España
805880,Trivia Vault Olympics Trivia,Ripknot Systems,"Acción, Casual",13.79,Suiza
485030,PLANET ALPHA,Planet Alpha ApS,"Acción, Aventura, Indie",2.99,Dinamarca
473460,Memory Oblivion Box,DreaMory,"Aventura, Casual, Indie",7.99,España
597240,johnsgame,GCRH,"Acción, Aventura, Casual, Indie, Rol, Free to Play",0.0,España
1697880,Junkyard Truck,Keystone Knight,"Simuladores, Acceso anticipado",14.79,Suiza
866780,Sea of Lies: Tide of Treachery Collector's Edition,Eipix Entertainment,"Aventura, Casual",19.5,España
29120,Yumsters 2: Around the World,KranX Productions,"Indie, Casual",4.99,México
444170,Unhack 2,InvertMouse,Indie,4.99,Estados Unidos
2512290,Sex Story - Ruby and Hunter - Episode 4,EroticGamesClub,"Casual, Indie",0.99,España
61500,Age of Wonders,Triumph Studios,"Rol, Estrategia",5.99,India
296850,Al Emmo and the Lost Dutchman's Mine,Himalaya Studios,"Aventura, Indie",8.99,India
1006440,The Dame Was Loaded,Beam Software,"Aventura, Estrategia",5.69,Estados Unidos
499900,Pulse Shift,3 Core Studio,Indie,7.99,México
3637060,Golden Rails: The heart of the state,Alawar Casual,"Aventura, Casual, Estrategia",6.89,Alemania
724740,Lines X,Konstructors,"Casual, Indie, Estrategia",1.99,España
377500,Prismatica,Loomus Games,"Casual, Indie, Estrategia",4.99,España
